label,android.permission.INTERNET,android.permission.READ_SMS,android.permission.RECEIVE_SMS,android.permission.READ_CONTACTS,android.permission.SYSTEM_ALERT_WINDOW,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.ACCESS_FINE_LOCATION,android.permission.CAMERA,android.permission.RECORD_AUDIO,android.permission.GET_ACCOUNTS,api_telephony_getDeviceId,api_sms_sendTextMessage,api_crypto_Cipher,api_reflection_Class_forName,api_net_HttpURLConnection,app_size_mb,min_sdk,target_sdk,cert_age_days,is_debuggable,obfuscation_score,background_service_score,network_call_freq,screen_overlay_score,sms_trigger_score
0,1,1,0,0,0,0,0,1,0,0,0.1883,0.0798,0.153,0.2168,0.0123,111.78,22,31,704,0,0.24,0.1149,0.2961,0.1364,0.0225
0,1,0,1,0,1,1,0,0,0,0,0.2122,0.2206,0.0497,0.1504,0.2464,110.74,23,34,883,0,0.19,0.0075,0.2653,0.0088,0.0467
1,1,1,1,1,1,1,0,1,0,0,0.6528,0.9746,0.8417,0.42,0.9955,13.02,19,28,5,0,0.76,0.6967,0.8661,0.638,0.9569
1,1,1,1,0,1,1,1,0,1,1,0.9511,0.5515,0.6307,0.5042,0.6611,14.85,20,29,30,0,0.72,0.8701,0.9811,0.7121,0.6445
0,0,0,0,0,0,0,0,0,0,0,0.0831,0.2536,0.0841,0.2499,0.2169,61.0,23,33,1444,0,0.29,0.296,0.0958,0.1252,0.2805
1,1,1,1,0,1,0,0,1,1,0,0.7457,0.6847,0.9614,0.8418,0.6257,9.09,23,28,5,0,0.91,0.7119,0.9711,0.8878,0.6039
1,1,1,1,1,1,0,0,1,0,1,0.9603,0.8626,0.6531,0.6469,0.8126,1.89,22,28,17,1,0.95,0.6202,0.8776,0.6343,0.8207
1,1,1,1,1,1,1,0,1,1,0,0.8909,0.643,0.7027,0.6694,0.4868,4.32,19,30,25,1,0.98,0.9252,0.9114,0.9421,0.9614
1,1,1,1,1,1,1,1,1,1,0,0.7151,0.7416,0.6767,0.4838,0.7806,12.12,22,28,24,0,0.98,0.9534,0.9041,0.7318,0.6741
0,1,0,0,0,0,0,0,0,0,0,0.045,0.1762,0.0714,0.0994,0.2584,13.89,23,34,1533,0,0.09,0.0024,0.2643,0.0674,0.1754
0,1,0,0,0,0,0,0,0,0,0,0.1894,0.1577,0.2277,0.2384,0.2403,123.74,26,33,448,0,0.14,0.1321,0.1124,0.2228,0.1745
0,1,1,0,1,0,0,0,0,0,0,0.0918,0.2914,0.2444,0.1063,0.1194,10.5,22,32,404,0,0.19,0.2913,0.2086,0.0914,0.2684
1,1,1,1,1,1,0,1,1,0,1,0.4989,0.5004,0.5074,0.619,0.7296,3.98,22,30,10,0,0.9,0.7857,0.9086,0.7938,0.8146
1,1,0,1,0,1,0,1,1,1,1,0.5169,0.5456,0.8176,0.716,0.5302,9.36,22,30,5,1,0.74,0.9327,0.6761,0.743,0.9176
0,1,1,0,0,0,0,0,0,0,0,0.2787,0.0854,0.2902,0.1056,0.1943,99.38,23,32,1670,0,0.01,0.1561,0.0502,0.2071,0.1241
0,1,0,1,1,0,0,0,0,0,0,0.2,0.0714,0.0004,0.0439,0.2509,92.31,26,33,1101,0,0.01,0.1275,0.2725,0.015,0.0033
0,0,0,0,0,0,0,0,0,0,0,0.2429,0.1832,0.1179,0.1455,0.0764,137.9,24,33,1817,0,0.14,0.1283,0.167,0.1186,0.1123
1,0,1,1,0,1,1,1,1,1,0,0.4,0.4675,0.5448,0.6083,0.9482,6.05,19,30,4,1,0.72,0.6046,0.8102,0.9036,0.8801
0,1,0,0,0,0,1,0,0,1,0,0.2164,0.1798,0.0168,0.1271,0.1583,144.66,23,34,1692,0,0.02,0.0882,0.0752,0.2541,0.2172
1,1,1,1,0,1,1,0,0,0,0,0.7146,0.9086,0.9067,0.5896,0.4452,14.35,22,30,3,0,0.81,0.9795,0.7478,0.9549,0.9766
1,1,1,1,1,1,0,1,1,1,1,0.646,0.9284,0.4285,0.7182,0.486,4.44,20,30,6,0,0.82,0.8727,0.6803,0.632,0.9461
1,1,1,1,0,1,1,0,0,1,1,0.8131,0.9538,0.6277,0.6312,0.6395,13.32,19,28,5,0,0.78,0.7949,0.747,0.7886,0.7339
0,1,1,0,0,0,0,0,1,1,1,0.2938,0.2387,0.045,0.1539,0.0816,35.4,26,31,669,0,0.05,0.0024,0.2631,0.0004,0.2245
1,1,1,1,1,1,1,0,1,0,1,0.5485,0.6933,0.66,0.6426,0.663,2.88,22,30,26,0,0.96,0.6455,0.7963,0.9914,0.6469
0,0,0,0,0,0,0,0,0,0,0,0.1631,0.254,0.2782,0.1491,0.0512,51.3,21,33,1826,0,0.31,0.1185,0.1566,0.0014,0.1578
1,1,0,1,0,1,1,0,1,0,1,0.5377,0.4213,0.6516,0.6266,0.7669,6.54,20,29,2,0,0.81,0.8903,0.644,0.8497,0.7857
1,1,1,1,0,1,1,1,0,1,1,0.4246,0.5793,0.6704,0.8078,0.6302,4.55,19,30,23,0,1.0,0.9259,0.9377,0.6984,0.8739
1,1,1,1,1,1,1,1,0,1,1,0.4994,0.5416,0.7926,0.9369,0.6701,12.65,23,30,10,0,0.78,0.8782,0.972,0.6252,0.9848
0,1,0,0,0,0,0,0,0,0,0,0.2863,0.0793,0.0738,0.281,0.064,35.67,25,31,1252,0,0.32,0.0037,0.2286,0.1661,0.1033
1,1,1,1,1,1,0,0,0,1,0,0.5799,0.4979,0.4772,0.8861,0.4821,9.38,19,28,3,0,0.75,0.6745,0.655,0.8078,0.685
1,0,1,0,1,1,1,1,0,1,0,0.6384,0.9933,0.7631,0.4432,0.7769,7.35,19,28,3,0,0.92,0.9718,0.6136,0.7247,0.9674
1,1,1,1,1,1,0,0,1,1,0,0.6635,0.7595,0.9702,0.8559,0.8562,1.29,23,30,28,0,0.84,0.7468,0.9629,0.7919,0.7835
0,1,0,0,0,0,0,1,0,0,0,0.2509,0.2627,0.0603,0.0465,0.2475,114.93,24,31,1947,0,0.38,0.2333,0.0334,0.0551,0.2045
1,0,1,1,0,0,1,0,0,0,0,0.9523,0.7028,0.6107,0.4311,0.7934,6.47,20,28,19,1,0.72,0.8475,0.8766,0.7725,0.805
0,1,0,0,1,0,0,0,0,0,0,0.2556,0.2605,0.0475,0.2721,0.1521,27.11,23,33,985,0,0.39,0.2014,0.1069,0.1088,0.1288
1,0,1,1,1,1,1,0,1,0,1,0.8943,0.6646,0.5019,0.8617,0.5532,11.05,21,30,2,0,0.81,0.8254,0.9357,0.7542,0.6813
0,1,0,0,0,0,0,0,0,0,1,0.0582,0.1646,0.0215,0.2208,0.2894,143.89,22,32,1248,0,0.26,0.184,0.0779,0.0174,0.2609
0,1,0,0,0,0,0,1,0,0,1,0.0254,0.0625,0.0421,0.2564,0.2615,134.94,21,34,1825,0,0.39,0.0081,0.2941,0.052,0.0084
1,0,1,1,1,1,0,0,0,1,0,0.8446,0.48,0.7115,0.5242,0.7094,5.53,21,28,20,1,0.77,0.7398,0.9115,0.9928,0.8048
0,1,0,0,0,0,0,0,1,1,0,0.197,0.2217,0.187,0.0627,0.0072,20.35,22,31,415,0,0.23,0.0517,0.004,0.1519,0.2716
0,1,0,1,0,0,0,0,1,0,0,0.2079,0.0279,0.0942,0.2949,0.0131,13.75,23,34,1496,0,0.35,0.1155,0.2219,0.2613,0.1454
1,1,1,1,0,1,1,1,1,1,1,0.5214,0.5296,0.9711,0.7457,0.6185,4.93,21,28,27,0,0.84,0.6535,0.9734,0.8332,0.8082
0,1,0,1,1,0,0,1,0,0,0,0.0082,0.0603,0.1018,0.0402,0.1166,11.03,26,31,650,0,0.0,0.1982,0.1415,0.0922,0.2481
0,1,1,1,0,0,0,1,0,0,1,0.1315,0.2988,0.1998,0.1195,0.0794,88.28,21,32,891,0,0.14,0.1602,0.2713,0.117,0.2844
0,1,0,0,0,0,0,0,0,1,1,0.2164,0.1819,0.2284,0.1155,0.0264,117.73,25,33,1467,0,0.1,0.0408,0.0698,0.1666,0.1138
0,1,0,0,0,0,0,0,0,1,0,0.1798,0.082,0.1683,0.212,0.1681,101.77,26,33,1839,0,0.12,0.2486,0.0918,0.2747,0.1891
1,0,1,1,1,1,0,0,0,0,0,0.4297,0.5891,0.5712,0.7329,0.5245,14.05,21,29,18,0,0.72,0.6548,0.9841,0.9503,0.6896
0,1,0,0,0,0,0,1,0,0,0,0.275,0.2725,0.2897,0.031,0.1457,77.25,22,34,828,0,0.13,0.1808,0.1832,0.2242,0.0884
1,1,1,1,1,1,1,1,0,0,1,0.6446,0.4916,0.5368,0.6458,0.6324,14.61,23,29,6,0,0.75,0.6379,0.6642,0.6008,0.7311
1,1,1,1,1,1,0,1,1,0,1,0.4429,0.7626,0.6668,0.5515,0.8585,12.39,19,30,5,0,0.79,0.785,0.7385,0.6089,0.9084
1,1,1,1,0,1,1,1,0,0,1,0.6558,0.817,0.9981,0.4694,0.8102,12.05,21,30,22,1,0.76,0.9346,0.8401,0.6834,0.6469
1,0,1,1,0,1,1,0,1,0,0,0.7037,0.8956,0.9986,0.9344,0.5608,3.87,22,28,23,0,0.72,0.8575,0.7865,0.8623,0.8755
0,1,0,0,0,0,0,0,0,0,0,0.0722,0.2579,0.2635,0.0447,0.2069,78.15,23,32,441,0,0.34,0.2455,0.0121,0.1059,0.07
0,1,0,0,0,0,0,0,0,0,0,0.0007,0.2669,0.2399,0.2769,0.1954,120.06,22,34,1062,0,0.04,0.2965,0.1897,0.2288,0.0506
1,0,1,1,1,1,1,1,0,1,1,0.9492,0.6331,0.6206,0.9024,0.757,6.79,22,30,24,0,0.82,0.7993,0.9613,0.8255,0.7224
0,1,0,1,0,0,0,0,1,0,1,0.029,0.1418,0.0302,0.1161,0.1271,41.79,22,31,1141,0,0.28,0.145,0.1397,0.2381,0.2562
0,1,0,0,1,0,0,0,1,0,0,0.0859,0.079,0.2681,0.2827,0.1868,137.42,23,32,1772,0,0.28,0.0677,0.2277,0.005,0.0116
1,1,1,1,0,1,1,0,1,1,0,0.6305,0.8283,0.7776,0.6179,0.4857,1.6,21,28,29,0,0.74,0.9454,0.8143,0.8677,0.8571
1,1,1,1,1,1,1,0,1,1,1,0.5745,0.671,0.9861,0.57,0.8413,11.78,19,29,4,1,0.8,0.9899,0.6392,0.7177,0.8887
1,0,0,1,1,1,1,1,0,1,0,0.6404,0.701,0.5994,0.9265,0.8876,7.82,23,28,23,0,0.76,0.9613,0.8005,0.9587,0.7303
0,1,0,0,0,0,0,0,0,0,0,0.189,0.0773,0.2734,0.1251,0.1251,15.12,21,32,462,0,0.11,0.2964,0.1432,0.2699,0.0862
0,1,1,0,0,0,1,0,0,0,0,0.2453,0.2973,0.2632,0.074,0.2852,51.04,24,32,1321,0,0.28,0.0665,0.0909,0.2826,0.2515
0,1,0,0,0,0,0,1,1,0,0,0.051,0.0636,0.2654,0.233,0.026,62.29,21,31,1905,0,0.35,0.0952,0.0558,0.0503,0.1067
0,1,0,0,0,0,0,0,0,0,0,0.2819,0.0989,0.2753,0.2157,0.27,76.88,21,32,433,0,0.24,0.0154,0.116,0.2649,0.2407
1,1,1,1,1,1,0,1,0,1,0,0.466,0.9159,0.9772,0.5844,0.8649,9.65,23,28,29,0,0.93,0.8492,0.7761,0.8833,0.6563
1,1,1,1,0,1,1,0,1,0,1,0.6258,0.5989,0.7794,0.4478,0.5224,8.04,20,28,19,0,0.97,0.8069,0.821,0.9141,0.6989
0,1,0,0,0,0,0,0,0,0,1,0.2161,0.1103,0.1934,0.0097,0.2816,35.23,24,34,1174,0,0.11,0.0526,0.2264,0.1052,0.2728
1,1,1,1,1,1,1,0,1,1,0,0.4463,0.5606,0.5408,0.6937,0.832,5.22,23,29,24,0,0.9,0.8952,0.7296,0.9012,0.6217
0,1,0,0,0,0,0,0,1,0,0,0.2567,0.1134,0.174,0.1077,0.0699,20.11,23,32,1469,0,0.13,0.1575,0.1326,0.1069,0.228
1,1,0,1,0,1,1,1,1,1,1,0.9638,0.8321,0.7772,0.6948,0.7162,5.76,21,29,1,0,0.83,0.8432,0.838,0.9062,0.7267
1,0,1,1,1,1,0,0,0,1,1,0.9821,0.8799,0.7215,0.423,0.4636,9.54,19,29,16,1,0.93,0.6913,0.9581,0.9114,0.6437
0,1,0,0,0,0,0,0,1,0,0,0.1289,0.0002,0.2111,0.0629,0.1424,101.23,23,32,1030,0,0.03,0.0134,0.2568,0.0899,0.2
0,1,1,0,1,1,0,1,0,0,1,0.2548,0.0827,0.118,0.0624,0.1673,22.05,24,31,1346,0,0.32,0.1613,0.2792,0.0376,0.0231
1,1,0,1,0,1,1,0,0,0,0,0.7124,0.4366,0.478,0.7678,0.491,9.13,19,30,2,0,0.77,0.6062,0.6603,0.8116,0.6399
0,1,0,1,1,0,0,0,0,0,0,0.2043,0.2415,0.1171,0.2678,0.0343,34.69,25,33,1298,0,0.12,0.22,0.0663,0.0167,0.2225
1,0,1,1,1,1,1,1,1,1,1,0.6607,0.4726,0.6845,0.5275,0.8122,6.73,20,29,24,0,0.83,0.9212,0.9005,0.7868,0.6249
0,1,0,1,1,0,0,0,0,1,0,0.0982,0.0032,0.2395,0.2164,0.1865,116.12,26,31,776,0,0.16,0.0681,0.018,0.1208,0.1991
0,1,0,0,0,0,0,0,0,1,0,0.1974,0.1789,0.1894,0.2895,0.0497,67.46,25,33,958,0,0.06,0.1783,0.081,0.1605,0.0176
1,0,0,1,1,1,0,1,1,1,0,0.4043,0.8858,0.7385,0.9716,0.6503,1.12,22,30,17,0,0.78,0.8407,0.8833,0.8115,0.7729
1,1,1,0,1,1,1,1,0,0,0,0.4409,0.6667,0.6309,0.5863,0.8482,6.79,20,30,16,0,0.73,0.7049,0.884,0.8785,0.7353
1,1,1,1,0,1,1,1,1,1,0,0.8357,0.4664,0.5852,0.6391,0.9509,12.81,22,30,14,1,0.79,0.7626,0.9279,0.6796,0.6536
1,1,1,0,1,1,1,1,1,0,1,0.5871,0.777,0.6508,0.9955,0.8632,1.68,20,29,7,0,0.89,0.6207,0.7624,0.8241,0.9656
1,1,1,1,1,1,1,1,0,0,1,0.5782,0.7291,0.6438,0.5085,0.4426,4.85,22,29,10,0,0.82,0.6757,0.668,0.9034,0.7703
1,1,1,1,1,1,1,0,0,0,0,0.4867,0.4275,0.7277,0.7231,0.4971,7.89,19,29,27,0,0.76,0.7818,0.9295,0.6157,0.9442
1,0,0,1,1,1,1,1,0,0,1,0.5361,0.8994,0.5804,0.9102,0.5485,6.43,20,30,12,0,0.74,0.9258,0.6079,0.7679,0.6933
1,0,1,1,1,1,1,1,0,1,1,0.5404,0.5933,0.7671,0.9909,0.5072,13.43,20,30,20,1,0.86,0.8992,0.6578,0.7539,0.6081
0,1,0,0,1,0,0,1,0,0,0,0.2486,0.2209,0.186,0.2479,0.0688,20.08,25,34,1492,0,0.05,0.1819,0.2921,0.229,0.2276
1,1,1,1,0,1,1,0,1,1,1,0.5335,0.4039,0.8357,0.7542,0.6759,11.8,20,30,20,0,0.84,0.8903,0.7227,0.9558,0.6854
0,1,0,0,0,0,0,0,0,0,0,0.0928,0.2782,0.0526,0.0628,0.1405,61.26,26,33,715,0,0.12,0.2773,0.1299,0.0109,0.2495
1,0,1,0,1,1,1,1,1,0,1,0.9694,0.7452,0.4709,0.4853,0.7715,9.89,22,29,20,0,0.84,0.8495,0.9942,0.9679,0.9991
0,1,0,0,0,0,0,0,0,0,0,0.1119,0.128,0.2193,0.0601,0.0363,143.91,25,32,1416,0,0.14,0.0768,0.1095,0.1775,0.132
1,0,1,1,0,1,1,1,1,0,1,0.6568,0.9323,0.5888,0.7826,0.461,1.39,20,30,11,0,0.84,0.8431,0.958,0.9831,0.9413
0,1,0,0,1,0,0,1,1,0,0,0.2205,0.0051,0.2454,0.2806,0.1451,72.33,21,34,1673,0,0.25,0.0929,0.2697,0.196,0.1583
0,0,0,0,0,0,0,0,0,0,0,0.1816,0.1686,0.0674,0.1536,0.069,130.6,26,32,1138,0,0.09,0.2692,0.2283,0.0582,0.1885
0,0,0,0,0,0,0,0,0,0,0,0.2778,0.0085,0.0308,0.267,0.2345,63.13,25,32,1567,0,0.29,0.0598,0.0718,0.0609,0.1086
1,0,0,1,0,1,1,1,1,0,1,0.7047,0.8115,0.9261,0.8782,0.7445,12.38,23,29,27,1,0.81,0.892,0.6864,0.6803,0.6189
0,1,0,0,0,0,0,0,0,0,0,0.1864,0.1353,0.1593,0.1159,0.2558,70.28,23,34,1420,0,0.33,0.2385,0.1365,0.007,0.2284
0,0,1,1,0,0,0,0,1,1,1,0.1916,0.1856,0.1821,0.1346,0.1307,116.07,25,31,1927,0,0.15,0.1679,0.1921,0.0475,0.0175
1,1,1,1,1,1,1,1,0,1,1,0.9343,0.8838,0.6014,0.8465,0.7224,2.71,19,30,24,1,0.97,0.7522,0.7714,0.9209,0.7728
1,1,1,0,1,1,1,0,1,1,0,0.6623,0.7823,0.8495,0.6315,0.5953,14.17,21,29,1,0,0.8,0.8407,0.8512,0.8093,0.6491
1,1,1,1,1,1,1,1,0,0,0,0.8157,0.747,0.9094,0.4766,0.6903,2.56,21,28,27,1,0.73,0.8804,0.7164,0.9469,0.8753
0,1,1,0,0,0,0,0,0,0,0,0.2101,0.2923,0.1358,0.1161,0.1061,116.83,26,33,422,0,0.1,0.1629,0.1117,0.2305,0.212
0,1,0,0,0,0,0,0,0,0,0,0.0859,0.0245,0.0969,0.1569,0.1409,21.78,22,34,831,0,0.36,0.2281,0.0178,0.2019,0.0443
1,0,1,1,1,1,0,1,0,1,1,0.4255,0.8969,0.4456,0.9431,0.8549,13.66,20,29,4,0,0.78,0.604,0.6857,0.6515,0.6827
1,0,1,0,1,0,0,1,0,0,1,0.7647,0.4667,0.9892,0.847,0.486,4.53,23,28,21,0,0.85,0.7217,0.7703,0.608,0.6305
0,0,0,0,0,0,0,0,0,0,0,0.0628,0.1079,0.1562,0.1801,0.1832,43.76,24,34,1264,0,0.35,0.0895,0.1347,0.0686,0.2088
1,0,1,1,0,0,1,0,1,0,0,0.8137,0.6568,0.9108,0.6562,0.9822,12.67,22,29,13,1,0.95,0.8363,0.8869,0.6334,0.717
1,1,0,1,0,1,1,1,0,1,1,0.4402,0.7943,0.8959,0.416,0.9069,3.05,20,29,15,0,0.9,0.9141,0.8929,0.9008,0.7796
1,1,1,1,1,1,1,1,0,0,0,0.6857,0.6997,0.773,0.4271,0.8743,11.61,19,30,18,0,0.89,0.8078,0.9633,0.9361,0.628
0,1,0,0,0,0,0,1,0,0,0,0.1015,0.1005,0.1192,0.0887,0.2153,15.11,25,31,1399,0,0.32,0.1035,0.1372,0.0909,0.0313
1,1,1,1,1,1,0,0,1,1,1,0.4831,0.408,0.6328,0.7158,0.4868,8.55,19,30,23,0,0.83,0.9894,0.6314,0.9189,0.7901
0,1,1,0,0,0,0,0,1,0,0,0.1592,0.0383,0.2644,0.2604,0.0054,148.67,23,34,1495,0,0.25,0.1816,0.284,0.2404,0.1564
0,1,0,0,0,0,1,0,0,0,0,0.2641,0.1866,0.2905,0.0534,0.0339,113.83,26,32,405,0,0.19,0.2823,0.195,0.0181,0.0034
1,1,1,1,1,1,0,0,1,1,1,0.4518,0.545,0.9691,0.8774,0.5198,4.7,23,28,6,1,0.98,0.6886,0.6672,0.9945,0.6916
0,1,0,0,0,0,0,1,1,0,0,0.0684,0.1027,0.0816,0.2724,0.1567,72.83,22,31,604,0,0.32,0.1687,0.0206,0.145,0.2097
1,1,1,1,0,0,1,0,0,1,1,0.6412,0.8811,0.7758,0.5306,0.9498,11.25,21,29,3,0,0.91,0.976,0.9246,0.8939,0.9007
1,1,1,1,0,1,1,1,0,1,1,0.6393,0.7685,0.473,0.7198,0.8885,13.23,23,28,19,0,0.77,0.7619,0.6092,0.6309,0.8473
1,0,1,1,1,1,1,1,1,0,1,0.7238,0.5995,0.6487,0.6946,0.4124,13.57,23,29,12,0,0.96,0.8066,0.8272,0.7779,0.8113
0,1,0,0,0,0,0,0,0,0,0,0.0974,0.1592,0.1524,0.2762,0.0286,91.18,24,33,1377,0,0.12,0.2309,0.0585,0.0423,0.1907
0,1,0,0,0,1,0,0,0,0,0,0.0433,0.2757,0.0916,0.1321,0.0347,121.83,21,32,875,0,0.24,0.123,0.1742,0.0995,0.1686
0,0,0,0,0,0,0,0,0,0,0,0.1245,0.0991,0.1323,0.2804,0.0606,56.82,21,32,644,0,0.31,0.1215,0.221,0.1286,0.0713
1,1,1,1,0,1,1,1,1,1,1,0.7918,0.883,0.4057,0.7725,0.8412,8.75,20,30,13,0,0.81,0.6837,0.7656,0.8264,0.7586
0,1,0,0,0,0,0,0,0,0,0,0.2809,0.0001,0.2276,0.1916,0.1366,23.06,25,34,1200,0,0.16,0.1198,0.0947,0.0798,0.2555
0,1,1,1,0,0,0,1,0,0,0,0.2907,0.0028,0.2841,0.071,0.1512,119.58,21,34,1147,0,0.02,0.1152,0.1868,0.1638,0.247
0,0,0,0,1,0,0,0,0,0,0,0.047,0.0444,0.1337,0.0819,0.0334,90.46,26,31,680,0,0.12,0.1999,0.0245,0.2673,0.0148
1,1,1,1,0,1,0,1,0,1,1,0.9373,0.8611,0.9235,0.8863,0.9713,12.46,22,28,22,1,0.93,0.7276,0.6672,0.9571,0.9482
1,1,1,1,1,1,0,1,0,1,0,0.6735,0.7603,0.9363,0.8588,0.7561,11.23,20,28,1,1,0.87,0.9849,0.8688,0.8498,0.9067
1,0,1,1,0,1,1,1,1,0,1,0.4816,0.6416,0.8009,0.4704,0.7054,7.76,20,28,4,0,0.75,0.661,0.8053,0.606,0.938
0,1,1,0,0,0,0,0,0,0,0,0.2214,0.2154,0.2558,0.0706,0.2349,49.35,23,34,422,0,0.13,0.2324,0.1506,0.1309,0.0498
1,1,1,1,1,1,0,0,0,1,1,0.5725,0.827,0.9212,0.8202,0.7433,5.99,20,29,19,0,0.71,0.6661,0.7441,0.9581,0.8248
0,1,0,0,0,0,0,0,0,0,1,0.1261,0.2644,0.1476,0.1892,0.077,128.97,23,33,1489,0,0.33,0.0667,0.1482,0.0845,0.0972
1,0,1,1,0,1,0,1,1,0,0,0.5226,0.684,0.4465,0.5551,0.9187,4.99,21,29,7,0,0.98,0.6639,0.9853,0.6954,0.6032
0,1,0,0,0,0,0,1,0,0,0,0.2784,0.022,0.0333,0.2904,0.0095,140.0,22,33,937,0,0.27,0.2297,0.262,0.0622,0.0853
0,1,1,0,0,0,0,0,1,0,0,0.2054,0.0665,0.2548,0.2168,0.1468,37.78,21,32,1850,0,0.2,0.1378,0.2341,0.0052,0.1142
1,1,1,0,1,1,1,0,0,1,1,0.6287,0.6045,0.5716,0.7445,0.6433,4.94,23,28,23,0,0.88,0.6618,0.7448,0.8313,0.6838
0,1,0,0,0,0,0,0,0,0,1,0.0684,0.1595,0.1781,0.2882,0.1367,132.07,25,31,1585,0,0.2,0.2697,0.1507,0.2316,0.0604
1,1,1,1,1,0,1,0,1,0,1,0.6435,0.4041,0.5674,0.6454,0.9863,3.87,20,29,19,0,0.92,0.7805,0.9507,0.9202,0.8711
0,1,0,0,0,0,0,0,0,0,0,0.1152,0.0473,0.0902,0.0511,0.215,65.41,25,34,1315,0,0.06,0.0321,0.1685,0.0423,0.1298
0,0,0,0,0,0,0,1,1,0,0,0.2424,0.2588,0.1604,0.0894,0.166,53.64,24,32,896,0,0.04,0.1826,0.0607,0.2444,0.161
1,1,1,1,1,1,1,0,1,1,0,0.9851,0.7741,0.708,0.9191,0.7988,6.19,23,29,0,0,0.91,0.9774,0.8073,0.609,0.7642
1,0,1,1,1,1,0,1,0,1,1,0.7756,0.8561,0.808,0.6374,0.4487,6.35,23,28,3,0,0.94,0.6385,0.9643,0.9686,0.9303
0,1,0,0,0,0,0,1,0,0,1,0.0154,0.1668,0.1987,0.1913,0.1111,121.45,21,32,1484,0,0.37,0.0563,0.2751,0.2201,0.2604
0,1,0,0,1,0,0,0,0,0,0,0.1466,0.1509,0.0912,0.1007,0.2893,90.82,26,31,1815,0,0.26,0.1183,0.0583,0.1664,0.2579
0,1,0,0,0,0,0,0,0,1,1,0.065,0.2,0.1351,0.0504,0.0683,132.2,26,34,1654,0,0.33,0.2248,0.1903,0.0291,0.0052
0,0,0,0,0,0,0,0,1,0,1,0.2786,0.227,0.1375,0.2029,0.0531,90.14,21,33,1681,0,0.02,0.0584,0.0835,0.0712,0.2155
1,1,1,1,1,1,0,0,0,1,1,0.5986,0.7273,0.916,0.9657,0.7136,8.72,19,30,12,0,0.73,0.9129,0.9425,0.9936,0.9738
1,1,0,1,1,1,1,0,1,0,1,0.487,0.6346,0.7943,0.5978,0.8289,1.28,19,29,4,1,0.76,0.9619,0.7448,0.7145,0.8015
0,1,0,0,0,0,0,0,1,0,0,0.0567,0.0229,0.2252,0.2373,0.1685,45.11,26,32,484,0,0.09,0.0304,0.1254,0.2775,0.226
1,1,1,1,1,1,1,0,1,1,0,0.5408,0.4017,0.4139,0.7706,0.8842,2.92,19,28,13,0,0.85,0.7053,0.6326,0.7544,0.857
1,1,0,1,0,1,1,1,1,1,0,0.5634,0.7787,0.6481,0.7522,0.6588,13.95,20,29,0,1,0.9,0.8243,0.9638,0.686,0.7035
0,1,0,0,0,0,0,0,0,0,0,0.277,0.1607,0.2876,0.1184,0.0667,89.25,26,34,434,0,0.38,0.0218,0.0076,0.2632,0.1092
0,1,0,0,0,0,0,0,0,1,0,0.0017,0.0124,0.1909,0.0819,0.2904,139.37,23,31,706,0,0.14,0.2617,0.0193,0.2798,0.0966
1,0,1,1,1,1,1,1,1,1,1,0.898,0.6534,0.4153,0.8686,0.8834,8.84,21,28,11,0,1.0,0.6446,0.8068,0.7632,0.9961
0,1,0,0,0,0,0,0,0,0,0,0.1376,0.057,0.085,0.1035,0.0992,60.24,22,34,625,0,0.33,0.2298,0.044,0.2196,0.0556
0,1,0,0,0,0,0,1,1,0,0,0.214,0.0801,0.1122,0.2503,0.1777,119.83,21,31,559,0,0.01,0.1716,0.2136,0.2767,0.2675
1,1,1,1,0,1,1,1,1,1,1,0.7634,0.9522,0.7731,0.8217,0.9182,2.02,20,29,26,0,0.78,0.8485,0.7355,0.8675,0.854
0,1,0,0,0,1,0,0,0,0,0,0.1626,0.1716,0.1399,0.1005,0.0477,62.48,23,34,1336,0,0.03,0.0111,0.0664,0.049,0.2938
0,1,0,0,0,0,0,0,0,0,1,0.292,0.2967,0.1406,0.1518,0.2123,131.03,23,34,1403,0,0.11,0.2214,0.2492,0.1486,0.1244
1,1,1,0,0,1,1,1,0,1,1,0.4323,0.7715,0.8644,0.4708,0.9576,7.39,19,28,0,1,0.91,0.7267,0.7476,0.9743,0.7841
1,1,1,0,1,1,0,1,1,0,1,0.4897,0.9244,0.6342,0.9323,0.5413,2.77,19,29,26,0,0.93,0.6018,0.6007,0.8211,0.6902
1,1,1,1,1,1,1,1,0,1,1,0.8526,0.489,0.4767,0.7403,0.6008,11.41,19,30,29,1,0.81,0.9969,0.979,0.8643,0.6095
1,0,1,1,0,1,0,0,0,1,1,0.8651,0.9663,0.8316,0.8118,0.5426,12.77,21,28,24,0,0.9,0.7551,0.6665,0.8373,0.8099
1,0,1,1,0,1,1,1,1,1,0,0.7886,0.6731,0.4654,0.5686,0.4283,5.6,22,29,26,0,0.91,0.6394,0.7033,0.8475,0.8177
0,1,0,0,0,0,0,0,0,1,0,0.1967,0.0077,0.2045,0.126,0.0588,20.1,23,31,476,0,0.05,0.0707,0.2151,0.2454,0.1079
1,1,1,1,1,1,1,0,0,0,0,0.8858,0.5183,0.5358,0.6455,0.7968,5.63,22,30,26,1,0.8,0.8775,0.8194,0.6802,0.8203
0,1,1,0,1,0,0,0,0,0,0,0.0847,0.0319,0.0602,0.2347,0.1122,130.66,26,34,1305,0,0.08,0.1258,0.2299,0.2882,0.2853
